Date,bitcoins
11/30/2016,39
12/1/2016,40
12/2/2016,34
12/3/2016,34
12/4/2016,42
12/5/2016,48
12/6/2016,50
12/7/2016,38
12/8/2016,44
12/9/2016,32
12/10/2016,45
12/11/2016,49
12/12/2016,33
12/13/2016,52
12/14/2016,35
12/15/2016,51
12/16/2016,51
12/17/2016,45
12/18/2016,47
12/19/2016,60
12/20/2016,40
12/21/2016,47
12/22/2016,57
12/23/2016,58
12/24/2016,58
12/25/2016,54
12/26/2016,50
12/27/2016,58
12/28/2016,68
12/29/2016,50
12/30/2016,54
12/31/2016,48
1/1/2017,48
1/2/2017,73
1/3/2017,87
1/4/2017,86
1/5/2017,60
1/6/2017,89
1/7/2017,65
1/8/2017,100
1/9/2017,69
1/10/2017,75
1/11/2017,69
1/12/2017,78
1/13/2017,50
1/14/2017,65
1/15/2017,57
1/16/2017,60
1/17/2017,49
1/18/2017,67
1/19/2017,43
1/20/2017,51
1/21/2017,40
1/22/2017,49
1/23/2017,52
1/24/2017,43
1/25/2017,55
1/26/2017,46
1/27/2017,49
1/28/2017,47
1/29/2017,54
1/30/2017,50
1/31/2017,47
2/1/2017,69
2/2/2017,53
2/3/2017,49
2/4/2017,55
2/5/2017,52
2/6/2017,49
2/7/2017,59
2/8/2017,57
2/9/2017,47
2/10/2017,53
2/11/2017,44
2/12/2017,53
2/13/2017,46
2/14/2017,59
2/15/2017,39
2/16/2017,48
2/17/2017,46
2/18/2017,38
2/19/2017,52
2/20/2017,59
2/21/2017,52
2/22/2017,56
2/23/2017,61
2/24/2017,49
2/25/2017,46
2/26/2017,43
2/27/2017,61
2/28/2017,42
3/1/2017,58
3/2/2017,70
3/3/2017,73
3/4/2017,72
3/5/2017,70
3/6/2017,88
3/7/2017,68
3/8/2017,70
3/9/2017,61
3/10/2017,56
3/11/2017,74
3/12/2017,71
3/13/2017,63
3/14/2017,66
3/15/2017,65
3/16/2017,47
3/17/2017,50
3/18/2017,51
3/19/2017,49
3/20/2017,42
3/21/2017,65
3/22/2017,60
3/23/2017,47
3/24/2017,58
3/25/2017,44
3/26/2017,42
3/27/2017,45
3/28/2017,49
3/29/2017,48
3/30/2017,51
3/31/2017,47
4/1/2017,50
4/2/2017,52
4/3/2017,57
4/4/2017,37
4/5/2017,39
4/6/2017,61
4/7/2017,61
4/8/2017,65
4/9/2017,56
4/10/2017,59
4/11/2017,63
4/12/2017,60
4/13/2017,35
4/14/2017,60
4/15/2017,59
4/16/2017,49
4/17/2017,65
4/18/2017,56
4/19/2017,60
4/20/2017,70
4/21/2017,64
4/22/2017,58
4/23/2017,48
4/24/2017,54
4/25/2017,44
4/26/2017,57
4/27/2017,55
4/28/2017,65
4/29/2017,62
4/30/2017,55
5/1/2017,78
5/2/2017,9
5/3/2017,10
5/4/2017,12
5/5/2017,11
5/6/2017,9
5/7/2017,10
5/8/2017,11
5/9/2017,13
5/10/2017,10
5/11/2017,13
5/12/2017,19
5/13/2017,22
5/14/2017,16
5/15/2017,22
5/16/2017,20
5/17/2017,17
5/18/2017,17
5/19/2017,12
5/20/2017,16
5/21/2017,13
5/22/2017,26
5/23/2017,26
5/24/2017,30
5/25/2017,34
5/26/2017,26
5/27/2017,18
5/28/2017,18
5/29/2017,15
5/30/2017,16
5/31/2017,16
6/1/2017,17
6/2/2017,15
6/3/2017,15
6/4/2017,15
6/5/2017,14
6/6/2017,17
6/7/2017,20
6/8/2017,13
6/9/2017,16
6/10/2017,13
6/11/2017,15
6/12/2017,17
6/13/2017,14
6/14/2017,17
6/15/2017,16
6/16/2017,15
6/17/2017,13
6/18/2017,13
6/19/2017,13
6/20/2017,14
6/21/2017,18
6/22/2017,17
6/23/2017,15
6/24/2017,13
6/25/2017,12
6/26/2017,15
6/27/2017,16
6/28/2017,17
6/29/2017,16
6/30/2017,11
7/1/2017,10
7/2/2017,13
7/3/2017,13
7/4/2017,15
7/5/2017,13
7/6/2017,12
7/7/2017,11
7/8/2017,10
7/9/2017,14
7/10/2017,12
7/11/2017,15
7/12/2017,13
7/13/2017,12
7/14/2017,12
7/15/2017,12
7/16/2017,12
7/17/2017,9
7/18/2017,12
7/19/2017,13
7/20/2017,11
7/21/2017,11
7/22/2017,10
7/23/2017,12
7/24/2017,11
7/25/2017,11
7/26/2017,13
7/27/2017,12
7/28/2017,14
7/29/2017,11
7/30/2017,11
7/31/2017,11
8/1/2017,11
8/2/2017,14
8/3/2017,12
8/4/2017,10
8/5/2017,10
8/6/2017,11
8/7/2017,14
8/8/2017,14
8/9/2017,14
8/10/2017,12
8/11/2017,15
8/12/2017,15
8/13/2017,15
8/14/2017,20
8/15/2017,20
8/16/2017,20
8/17/2017,19
8/18/2017,16
8/19/2017,18
8/20/2017,19
8/21/2017,15
8/22/2017,18
8/23/2017,14
8/24/2017,16
8/25/2017,18
8/26/2017,12
8/27/2017,17
8/28/2017,16
8/29/2017,19
8/30/2017,16
8/31/2017,21
9/1/2017,15
9/2/2017,20
9/3/2017,20
9/4/2017,22
9/5/2017,16
9/6/2017,18
9/7/2017,18
9/8/2017,16
9/9/2017,11
9/10/2017,13
9/11/2017,11
9/12/2017,16
9/13/2017,17
9/14/2017,16
9/15/2017,15
9/16/2017,10
9/17/2017,14
9/18/2017,17
9/19/2017,14
9/20/2017,13
9/21/2017,13
9/22/2017,11
9/23/2017,11
9/24/2017,10
9/25/2017,11
9/26/2017,12
9/27/2017,13
9/28/2017,13
9/29/2017,11
9/30/2017,12
10/1/2017,10
10/2/2017,12
10/3/2017,12
10/4/2017,12
10/5/2017,12
10/6/2017,11
10/7/2017,10
10/8/2017,12
10/9/2017,11
10/10/2017,12
10/11/2017,13
10/12/2017,18
10/13/2017,23
10/14/2017,18
10/15/2017,19
10/16/2017,18
10/17/2017,19
10/18/2017,16
10/19/2017,17
10/20/2017,18
10/21/2017,20
10/22/2017,19
10/23/2017,18
10/24/2017,21
10/25/2017,16
10/26/2017,19
10/27/2017,15
10/28/2017,13
10/29/2017,15
10/30/2017,18
10/31/2017,21
11/1/2017,23
11/2/2017,31
11/3/2017,25
11/4/2017,26
11/5/2017,23
11/6/2017,23
11/7/2017,20
11/8/2017,21
11/9/2017,22
11/10/2017,25
11/11/2017,21
11/12/2017,19
11/13/2017,21
11/14/2017,23
11/15/2017,24
11/16/2017,20
11/17/2017,24
11/18/2017,17
11/19/2017,15
11/20/2017,22
11/21/2017,24
11/22/2017,24
11/23/2017,19
11/24/2017,18
11/25/2017,19
11/26/2017,26
11/27/2017,42
11/28/2017,42
11/29/2017,64
11/30/2017,52
12/1/2017,46
12/2/2017,34
12/3/2017,34
12/4/2017,49
12/5/2017,48
12/6/2017,62
12/7/2017,100
12/8/2017,86
12/9/2017,62
12/10/2017,60
12/11/2017,64
12/12/2017,63
12/13/2017,57
12/14/2017,53
12/15/2017,52
12/16/2017,42
12/17/2017,54
12/18/2017,53
12/19/2017,60
12/20/2017,50
12/21/2017,43
12/22/2017,57
12/23/2017,42
12/24/2017,39
12/25/2017,36
12/26/2017,37
12/27/2017,35
12/28/2017,32
12/29/2017,28
12/30/2017,29
12/31/2017,28
1/1/2018,24
1/2/2018,79
1/3/2018,82
1/4/2018,95
1/5/2018,86
1/6/2018,72
1/7/2018,81
1/8/2018,80
1/9/2018,67
1/10/2018,87
1/11/2018,100
1/12/2018,71
1/13/2018,68
1/14/2018,54
1/15/2018,63
1/16/2018,71
1/17/2018,72
1/18/2018,70
1/19/2018,55
1/20/2018,48
1/21/2018,57
1/22/2018,52
1/23/2018,52
1/24/2018,52
1/25/2018,60
1/26/2018,43
1/27/2018,49
1/28/2018,46
1/29/2018,40
1/30/2018,41
1/31/2018,36
2/1/2018,46
2/2/2018,45
2/3/2018,33
2/4/2018,35
2/5/2018,46
2/6/2018,49
2/7/2018,38
2/8/2018,35
2/9/2018,37
2/10/2018,31
2/11/2018,32
2/12/2018,40
2/13/2018,36
2/14/2018,27
2/15/2018,34
2/16/2018,27
2/17/2018,32
2/18/2018,29
2/19/2018,33
2/20/2018,36
2/21/2018,31
2/22/2018,28
2/23/2018,27
2/24/2018,23
2/25/2018,26
2/26/2018,21
2/27/2018,23
2/28/2018,19
3/1/2018,22
3/2/2018,27
3/3/2018,24
3/4/2018,21
3/5/2018,24
3/6/2018,29
3/7/2018,24
3/8/2018,23
3/9/2018,25
3/10/2018,17
3/11/2018,21
3/12/2018,27
3/13/2018,22
3/14/2018,24
3/15/2018,20
3/16/2018,18
3/17/2018,20
3/18/2018,25
3/19/2018,25
3/20/2018,20
3/21/2018,26
3/22/2018,21
3/23/2018,19
3/24/2018,17
3/25/2018,23
3/26/2018,34
3/27/2018,21
3/28/2018,22
3/29/2018,23
3/30/2018,16
3/31/2018,16
4/1/2018,22
4/2/2018,16
4/3/2018,27
4/4/2018,14
4/5/2018,17
4/6/2018,19
4/7/2018,15
4/8/2018,17
4/9/2018,14
4/10/2018,15
4/11/2018,18
4/12/2018,15
4/13/2018,20
4/14/2018,16
4/15/2018,20
4/16/2018,17
4/17/2018,18
4/18/2018,19
4/19/2018,17
4/20/2018,15
4/21/2018,19
4/22/2018,18
4/23/2018,15
4/24/2018,24
4/25/2018,15
4/26/2018,20
4/27/2018,16
4/28/2018,15
4/29/2018,20
4/30/2018,16
5/1/2018,19
5/2/2018,26
5/3/2018,22
5/4/2018,17
5/5/2018,15
5/6/2018,15
5/7/2018,12
5/8/2018,19
5/9/2018,19
5/10/2018,22
5/11/2018,21
5/12/2018,12
5/13/2018,19
5/14/2018,21
5/15/2018,16
5/16/2018,12
5/17/2018,12
5/18/2018,19
5/19/2018,17
5/20/2018,16
5/21/2018,18
5/22/2018,19
5/23/2018,17
5/24/2018,17
5/25/2018,15
5/26/2018,12
5/27/2018,14
5/28/2018,10
5/29/2018,17
5/30/2018,12
5/31/2018,11
6/1/2018,13
6/2/2018,9
6/3/2018,8
6/4/2018,12
6/5/2018,12
6/6/2018,20
6/7/2018,18
6/8/2018,13
6/9/2018,15
6/10/2018,17
6/11/2018,15
6/12/2018,14
6/13/2018,12
6/14/2018,14
6/15/2018,11
6/16/2018,8
6/17/2018,12
6/18/2018,9
6/19/2018,12
6/20/2018,11
6/21/2018,13
6/22/2018,15
6/23/2018,8
6/24/2018,11
6/25/2018,14
6/26/2018,11
6/27/2018,9
6/28/2018,8
6/29/2018,14
6/30/2018,11
7/1/2018,11
7/2/2018,11
7/3/2018,15
7/4/2018,15
7/5/2018,14
7/6/2018,8
7/7/2018,6
7/8/2018,11
7/9/2018,14
7/10/2018,14
7/11/2018,14
7/12/2018,14
7/13/2018,8
7/14/2018,11
7/15/2018,6
7/16/2018,13
7/17/2018,11
7/18/2018,16
7/19/2018,13
7/20/2018,12
7/21/2018,12
7/22/2018,12
7/23/2018,17
7/24/2018,18
7/25/2018,12
7/26/2018,17
7/27/2018,19
7/28/2018,14
7/29/2018,10
7/30/2018,11
7/31/2018,15
8/1/2018,18
8/2/2018,16
8/3/2018,13
8/4/2018,14
8/5/2018,13
8/6/2018,14
8/7/2018,12
8/8/2018,19
8/9/2018,15
8/10/2018,13
8/11/2018,16
8/12/2018,12
8/13/2018,11
8/14/2018,13
8/15/2018,14
8/16/2018,15
8/17/2018,17
8/18/2018,7
8/19/2018,9
8/20/2018,17
8/21/2018,13
8/22/2018,16
8/23/2018,12
8/24/2018,12
8/25/2018,15
8/26/2018,17
8/27/2018,11
8/28/2018,11
8/29/2018,13
8/30/2018,15
8/31/2018,14
9/1/2018,15
9/2/2018,51
9/3/2018,74
9/4/2018,77
9/5/2018,82
9/6/2018,84
9/7/2018,67
9/8/2018,53
9/9/2018,72
9/10/2018,100
9/11/2018,71
9/12/2018,86
9/13/2018,70
9/14/2018,63
9/15/2018,37
9/16/2018,78
9/17/2018,83
9/18/2018,50
9/19/2018,74
9/20/2018,100
9/21/2018,98
9/22/2018,66
9/23/2018,45
9/24/2018,67
9/25/2018,82
9/26/2018,62
9/27/2018,62
9/28/2018,68
9/29/2018,44
9/30/2018,78
10/1/2018,61
10/2/2018,67
10/3/2018,66
10/4/2018,62
10/5/2018,69
10/6/2018,44
10/7/2018,64
10/8/2018,68
10/9/2018,59
10/10/2018,75
10/11/2018,83
10/12/2018,59
10/13/2018,70
10/14/2018,40
10/15/2018,80
10/16/2018,76
10/17/2018,73
10/18/2018,72
10/19/2018,85
10/20/2018,50
10/21/2018,71
10/22/2018,77
10/23/2018,78
10/24/2018,61
10/25/2018,45
10/26/2018,53
10/27/2018,73
10/28/2018,43
10/29/2018,84
10/30/2018,70
10/31/2018,68
11/1/2018,65
11/2/2018,56
11/3/2018,49
11/4/2018,71
11/5/2018,79
11/6/2018,61
11/7/2018,81
11/8/2018,83
11/9/2018,49
11/10/2018,71
11/11/2018,74
11/12/2018,65
11/13/2018,53
11/14/2018,67
11/15/2018,76
11/16/2018,82
11/17/2018,39
11/18/2018,45
11/19/2018,56
11/20/2018,91
11/21/2018,83
11/22/2018,83
11/23/2018,76
11/24/2018,62
11/25/2018,58
11/26/2018,76
11/27/2018,92
11/28/2018,78
11/29/2018,75
11/30/2018,47
12/1/2018,78
12/2/2018,60
12/3/2018,61
12/4/2018,57
12/5/2018,66
12/6/2018,62
12/7/2018,83
12/8/2018,57
12/9/2018,54
12/10/2018,74
12/11/2018,44
12/12/2018,75
12/13/2018,77
12/14/2018,50
12/15/2018,59
12/16/2018,67
12/17/2018,54
12/18/2018,66
12/19/2018,67
12/20/2018,73
12/21/2018,43
12/22/2018,64
12/23/2018,60
12/24/2018,39
12/25/2018,41
12/26/2018,53
12/27/2018,58
12/28/2018,57
12/29/2018,45
12/30/2018,49
12/31/2018,48
1/1/2019,34
1/2/2019,54
1/3/2019,54
1/4/2019,53
1/5/2019,75
1/6/2019,63
1/7/2019,52
1/8/2019,66
1/9/2019,72
1/10/2019,51
1/11/2019,72
1/12/2019,59
1/13/2019,48
1/14/2019,87
1/15/2019,59
1/16/2019,55
1/17/2019,75
1/18/2019,54
1/19/2019,38
1/20/2019,37
1/21/2019,61
1/22/2019,50
1/23/2019,62
1/24/2019,72
1/25/2019,56
1/26/2019,43
1/27/2019,71
1/28/2019,48
1/29/2019,33
1/30/2019,55
1/31/2019,70
2/1/2019,51
2/2/2019,59
2/3/2019,63
2/4/2019,56
2/5/2019,73
2/6/2019,62
2/7/2019,50
2/8/2019,49
2/9/2019,47
2/10/2019,74
2/11/2019,72
2/12/2019,77
2/13/2019,53
2/14/2019,54
2/15/2019,69
2/16/2019,57
2/17/2019,67
2/18/2019,58
2/19/2019,64
2/20/2019,47
2/21/2019,47
2/22/2019,45
2/23/2019,47
2/24/2019,47
2/25/2019,59
2/26/2019,52
2/27/2019,46
2/28/2019,44
3/1/2019,65
3/2/2019,45
3/3/2019,60
3/4/2019,40
3/5/2019,49
3/6/2019,53
3/7/2019,59
3/8/2019,53
3/9/2019,65
3/10/2019,54
3/11/2019,76
3/12/2019,39
3/13/2019,77
3/14/2019,46
3/15/2019,38
3/16/2019,50
3/17/2019,57
3/18/2019,59
3/19/2019,42
3/20/2019,49
3/21/2019,76
3/22/2019,46
3/23/2019,55
3/24/2019,61
3/25/2019,53
3/26/2019,65
3/27/2019,78
3/28/2019,64
3/29/2019,60
3/30/2019,59
3/31/2019,41
4/1/2019,57
4/2/2019,79
4/3/2019,85
4/4/2019,65
4/5/2019,59
4/6/2019,48
4/7/2019,77
4/8/2019,73
4/9/2019,68
4/10/2019,49
4/11/2019,72
4/12/2019,46
4/13/2019,62
4/14/2019,32
4/15/2019,69
4/16/2019,55
4/17/2019,52
4/18/2019,43
4/19/2019,79
4/20/2019,54
4/21/2019,76
4/22/2019,69
4/23/2019,71
4/24/2019,84
4/25/2019,75
4/26/2019,77
4/27/2019,46
4/28/2019,70
4/29/2019,64
4/30/2019,40
5/1/2019,43
5/2/2019,28
5/3/2019,39
5/4/2019,46
5/5/2019,37
5/6/2019,40
5/7/2019,46
5/8/2019,53
5/9/2019,46
5/10/2019,42
5/11/2019,51
5/12/2019,42
5/13/2019,54
5/14/2019,69
5/15/2019,68
5/16/2019,56
5/17/2019,57
5/18/2019,57
5/19/2019,38
5/20/2019,62
5/21/2019,53
5/22/2019,54
5/23/2019,44
5/24/2019,41
5/25/2019,46
5/26/2019,35
5/27/2019,64
5/28/2019,71
5/29/2019,53
5/30/2019,54
5/31/2019,56
6/1/2019,58
6/2/2019,38
6/3/2019,50
6/4/2019,61
6/5/2019,39
6/6/2019,45
6/7/2019,42
6/8/2019,39
6/9/2019,35
6/10/2019,42
6/11/2019,55
6/12/2019,49
6/13/2019,40
6/14/2019,51
6/15/2019,50
6/16/2019,43
6/17/2019,44
6/18/2019,42
6/19/2019,52
6/20/2019,47
6/21/2019,45
6/22/2019,50
6/23/2019,64
6/24/2019,60
6/25/2019,54
6/26/2019,100
6/27/2019,79
6/28/2019,68
6/29/2019,48
6/30/2019,50
7/1/2019,67
7/2/2019,64
7/3/2019,53
7/4/2019,67
7/5/2019,62
7/6/2019,30
7/7/2019,39
7/8/2019,59
7/9/2019,52
7/10/2019,46
7/11/2019,35
7/12/2019,46
7/13/2019,48
7/14/2019,39
7/15/2019,39
7/16/2019,50
7/17/2019,50
7/18/2019,39
7/19/2019,42
7/20/2019,40
7/21/2019,53
7/22/2019,56
7/23/2019,48
7/24/2019,48
7/25/2019,53
7/26/2019,49
7/27/2019,62
7/28/2019,45
7/29/2019,51
7/30/2019,44
7/31/2019,51
8/1/2019,47
8/2/2019,54
8/3/2019,36
8/4/2019,61
8/5/2019,61
8/6/2019,52
8/7/2019,53
8/8/2019,57
8/9/2019,59
8/10/2019,47
8/11/2019,45
8/12/2019,31
8/13/2019,45
8/14/2019,54
8/15/2019,48
8/16/2019,49
8/17/2019,38
8/18/2019,43
8/19/2019,58
8/20/2019,44
8/21/2019,44
8/22/2019,44
8/23/2019,44
8/24/2019,43
8/25/2019,52
8/26/2019,47
8/27/2019,52
8/28/2019,45
8/29/2019,53
8/30/2019,43
8/31/2019,44
9/1/2019,38
9/2/2019,51
9/3/2019,60
9/4/2019,48
9/5/2019,55
9/6/2019,41
9/7/2019,44
9/8/2019,47
9/9/2019,51
9/10/2019,44
9/11/2019,45
9/12/2019,47
9/13/2019,36
9/14/2019,35
9/15/2019,44
9/16/2019,48
9/17/2019,36
9/18/2019,48
9/19/2019,36
9/20/2019,42
9/21/2019,47
9/22/2019,34
9/23/2019,34
9/24/2019,49
9/25/2019,53
9/26/2019,33
9/27/2019,44
9/28/2019,40
9/29/2019,55
9/30/2019,37
10/1/2019,35
10/2/2019,44
10/3/2019,46
10/4/2019,35
10/5/2019,15
10/6/2019,35
10/7/2019,42
10/8/2019,31
10/9/2019,40
10/10/2019,41
10/11/2019,28
10/12/2019,30
10/13/2019,37
10/14/2019,30
10/15/2019,31
10/16/2019,39
10/17/2019,31
10/18/2019,35
10/19/2019,34
10/20/2019,31
10/21/2019,35
10/22/2019,46
10/23/2019,47
10/24/2019,41
10/25/2019,33
10/26/2019,50
10/27/2019,40
10/28/2019,27
10/29/2019,43
10/30/2019,42
10/31/2019,34
11/1/2019,24
11/2/2019,24
11/3/2019,34
11/4/2019,43
11/5/2019,41
11/6/2019,42
11/7/2019,29
11/8/2019,34
11/9/2019,34
11/10/2019,32
11/11/2019,49
11/12/2019,41
11/13/2019,35
11/14/2019,38
11/15/2019,29
11/16/2019,29
11/17/2019,38
11/18/2019,26
11/19/2019,26
11/20/2019,38
11/21/2019,47
11/22/2019,37
11/23/2019,24
11/24/2019,36
11/25/2019,25
11/26/2019,43
11/27/2019,43
11/28/2019,22
11/29/2019,45
11/30/2019,33
12/1/2019,34
12/2/2019,44
12/3/2019,34
12/4/2019,36
12/5/2019,37
12/6/2019,26
12/7/2019,35
12/8/2019,37
12/9/2019,33
12/10/2019,14
12/11/2019,44
12/12/2019,45
12/13/2019,33
12/14/2019,26
12/15/2019,28
12/16/2019,25
12/17/2019,30
12/18/2019,26
12/19/2019,37
12/20/2019,34
12/21/2019,27
12/22/2019,23
12/23/2019,31
12/24/2019,31
12/25/2019,27
12/26/2019,36
12/27/2019,28
12/28/2019,38
12/29/2019,30
12/30/2019,29
12/31/2019,30
1/1/2020,40
1/2/2020,67
1/3/2020,47
1/4/2020,54
1/5/2020,44
1/6/2020,56
1/7/2020,52
1/8/2020,54
1/9/2020,48
1/10/2020,39
1/11/2020,49
1/12/2020,62
1/13/2020,52
1/14/2020,70
1/15/2020,60
1/16/2020,70
1/17/2020,81
1/18/2020,47
1/19/2020,69
1/20/2020,48
1/21/2020,73
1/22/2020,68
1/23/2020,60
1/24/2020,57
1/25/2020,50
1/26/2020,50
1/27/2020,61
1/28/2020,73
1/29/2020,57
1/30/2020,51
1/31/2020,63
2/1/2020,33
2/2/2020,61
2/3/2020,58
2/4/2020,52
2/5/2020,38
2/6/2020,47
2/7/2020,53
2/8/2020,43
2/9/2020,61
2/10/2020,56
2/11/2020,57
2/12/2020,80
2/13/2020,52
2/14/2020,48
2/15/2020,64
2/16/2020,50
2/17/2020,57
2/18/2020,63
2/19/2020,50
2/20/2020,83
2/21/2020,53
2/22/2020,67
2/23/2020,51
2/24/2020,44
2/25/2020,57
2/26/2020,74
2/27/2020,75
2/28/2020,41
2/29/2020,60
3/1/2020,57
3/2/2020,65
3/3/2020,63
3/4/2020,61
3/5/2020,58
3/6/2020,65
3/7/2020,55
3/8/2020,75
3/9/2020,77
3/10/2020,62
3/11/2020,58
3/12/2020,96
3/13/2020,87
3/14/2020,61
3/15/2020,87
3/16/2020,100
3/17/2020,70
3/18/2020,65
3/19/2020,67
3/20/2020,84
3/21/2020,74
3/22/2020,67
3/23/2020,77
3/24/2020,72
3/25/2020,66
3/26/2020,67
3/27/2020,56
3/28/2020,49
3/29/2020,73
3/30/2020,45
3/31/2020,55
4/1/2020,56
4/2/2020,62
4/3/2020,46
4/4/2020,63
4/5/2020,65
4/6/2020,78
4/7/2020,83
4/8/2020,62
4/9/2020,66
4/10/2020,87
4/11/2020,52
4/12/2020,70
4/13/2020,54
4/14/2020,66
4/15/2020,96
4/16/2020,65
4/17/2020,83
4/18/2020,80
4/19/2020,62
4/20/2020,80
4/21/2020,65
4/22/2020,59
4/23/2020,92
4/24/2020,65
4/25/2020,66
4/26/2020,73
4/27/2020,53
4/28/2020,64
4/29/2020,96
4/30/2020,99
5/1/2020,95
1/2/2021,86
1/3/2021,94
1/4/2021,74
1/5/2021,70
1/6/2021,73
1/7/2021,85
1/8/2021,88
1/9/2021,91
1/10/2021,65
1/11/2021,74
1/12/2021,67
1/13/2021,77
1/14/2021,84
1/15/2021,75
1/16/2021,77
1/17/2021,69
1/18/2021,56
1/19/2021,48
1/20/2021,57
1/21/2021,34
1/22/2021,57
1/23/2021,42
1/24/2021,39
1/25/2021,40
1/26/2021,34
1/27/2021,33
1/28/2021,44
1/29/2021,69
1/30/2021,50
1/31/2021,49
2/1/2021,49
2/2/2021,41
2/3/2021,43
2/4/2021,46
2/5/2021,44
2/6/2021,58
2/7/2021,41
2/8/2021,85
2/9/2021,100
2/10/2021,87
2/11/2021,69
2/12/2021,67
2/13/2021,58
2/14/2021,68
2/15/2021,65
2/16/2021,68
2/17/2021,87
2/18/2021,82
2/19/2021,80
2/20/2021,81
2/21/2021,90
2/22/2021,83
2/23/2021,69
2/24/2021,71
2/25/2021,71
2/26/2021,61
2/27/2021,43
2/28/2021,58
3/1/2021,46
3/2/2021,60
3/3/2021,55
3/4/2021,44
3/5/2021,34
3/6/2021,27
3/7/2021,44
3/8/2021,35
3/9/2021,44
3/10/2021,48
3/11/2021,52
3/12/2021,47
3/13/2021,51
3/14/2021,64
3/15/2021,47
3/16/2021,49
3/17/2021,44
3/18/2021,44
3/19/2021,41
3/20/2021,39
3/21/2021,35
3/22/2021,45
3/23/2021,34
3/24/2021,48
3/25/2021,44
3/26/2021,36
3/27/2021,39
3/28/2021,39
3/29/2021,44
3/30/2021,38
3/31/2021,41
4/1/2021,41
4/2/2021,39
4/3/2021,52
4/4/2021,36
4/5/2021,44
4/6/2021,45
4/7/2021,36
4/8/2021,43
4/9/2021,37
4/10/2021,46
4/11/2021,45
